PC_1,PC_2,PC_3,PC_4,Survived
-1.2895612825569527,0.1668128401388251,0.7097713831261222,0.16567597609899345,0
1.9742809271327089,-0.7728239113626065,-0.5592978462337491,-0.9604688179642017,1
-1.1601953600679638,0.3276934031528479,-0.048653041719740164,-0.8192418657770019,1
1.2086114117457805,-0.7209755384918409,-0.6458644963000941,-1.0563161339514573,1
-1.2164793759274926,-0.3130161360502752,0.4025961992440781,0.4242548057412114,0
-1.2239846157153118,-0.014790493363936291,0.5995056346502908,0.26693948961405833,0
1.1262577438181245,-1.7372547961663745,-0.4482064740312052,0.38211200984175014,0
-0.6910676483074224,1.5262702113465656,0.6802345554850101,0.2913233266299307,0
-0.8545423821197955,1.4450880631752996,-1.312398943325416,0.19337459371347235,1
-0.04468261244347666,0.4142494004750307,0.047636042453777935,-1.2648221668648445,1
-0.7779212958841806,1.7448525454668875,-0.07403307384459362,-0.7432784202919974,1
0.17445821892209776,-1.6613904539377649,-1.433970614365657,-0.6550377071365054,1
-1.2624016177134394,0.24365246181152356,0.7651042184926351,0.12774989575141427,0
0.18479208497926414,2.4745432549845345,-2.660011954320083,3.016005232845832,0
-1.199878666288444,0.7727966643790206,0.2407340123763022,-1.0565880935959597,0
-0.5045533632815413,-1.153343035005324,-1.0663111454623329,-0.48265609661332315,1
-0.3561611797571961,1.552605202296932,0.7506562855353459,0.3075028973686762,0
-0.8163684484143049,-0.2827149508255203,0.3484557199890771,-0.055887068329156825,1
-0.7257348193513014,0.17509683539662957,-0.08135253506050609,-0.7001573087999255,0
-1.2015635928239485,0.47384836336958513,0.04189213471317878,-0.8997167609689568,1
-0.23878791074294686,-0.6855212723007031,0.17217383759077387,0.20744535899233188,0
-0.7826921377712781,-0.690938589257506,0.08261650587346851,0.16154986566336094,1
-1.1895366080994487,0.7362579243248365,0.21809771826807212,-1.0364693697979717,1
0.3659253911838001,-0.8258912914782257,0.03700093846977809,-0.1647165703160579,1
-0.5836609796596168,1.6107200811187954,-0.13242919960235952,-0.6554171993280086,0
0.275448744029061,2.8191398393467524,-3.3025211458122885,1.9311218609060823,1
-1.2783554336144567,0.018286095022822902,0.6128838769681769,0.24469370498218057,0
9.972235736569925,1.396369790689226,0.9770400372655307,1.1010303748040122,0
-1.1682237562306805,0.4017660514906697,-0.0007192994310681255,-0.8588679064886663,1
-1.2596323963687275,0.13181428812679824,0.6912536667207163,0.18674095354963133,0
0.07902288645778435,-1.2966752581653151,-0.3210582374765922,0.05685206367691663,0
5.136207294299447,-0.8989222929912444,-0.14308858290341525,-0.6133026657407306,1
-1.19196779775707,0.6240108222092045,0.14315366137114927,-0.9777295475702308,1
-0.7887329086745801,-1.8866768333141364,-0.7126040376902238,0.7890689622320463,0
