PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,target
1.7358080516767334,0.33908066202821285,1.4556109417410843,0.6503191140171879,-0.15988628222859835,0.2595702635224806,-0.1637162604354207,0.21071223024015218,0.044554607959973375,-0.2051009372672099,-0.3268002264770448,0
-1.0074604921636034,-0.32389033663014927,-0.826354471319504,-1.2861713277915052,0.18821706677302294,-0.32108279480119695,-0.5744858961693748,-0.22411349039964162,0.5745190199640681,0.37380966711003594,0.22115413585093713,1
-0.7585696061138264,0.19424244424917086,-0.716917109982144,-0.9820181990199789,-0.29630227154350486,0.628561957502007,-0.622825571583524,0.7111161157158911,-0.42873018890339915,-0.21350528560310073,0.4878324803767237,2
-1.2104006771207263,-0.5408891349776812,0.20840266653656656,0.15406140258507223,0.383643607330441,0.06094265629661693,0.7642154805820479,-0.286605989880368,0.24298821802728207,-0.45229889198357887,-0.19800951510416134,3
2.0139373520909873,-0.4446155806574559,0.041275835583117634,-0.8486325715740696,0.8042971140774008,-0.6270085405034874,-0.2596831466158362,1.190117473767106,0.37810616597212665,-0.30237751602637775,-0.36771904411987666,4
-1.2460139373189794,-0.7910336198787036,0.8827954175342921,-0.004825169713728088,-0.49673534615867404,0.2097914972742263,0.2647067895315935,-0.3294567950553604,0.4826534542826499,0.35713422186259364,-0.045979487801255096,5
0.11382258668970927,-1.0783197507107687,-0.7900988131437989,0.28454671687469874,0.981710833082536,-0.20537385993077978,-0.7976233069340083,0.7305169182612354,0.10157837788677138,0.17239798589045854,0.08985356650015999,6
0.33797692418151226,2.3912027505197,-0.29015218814580307,-0.24201848836192205,0.42917352056266955,0.5013351068693964,0.09225433971365454,-0.11079974481721923,0.18837621161862342,0.13711929884223964,0.2618722661333743,7
-0.5860661919271387,-0.20421854445190268,0.1874663831036526,-0.39081621897357094,-0.07117419457476742,0.15726184454126668,-0.5047541463628117,0.13275201904088818,-1.1794114394202302,-0.06897426513637828,-0.07937877241902266,8
-0.6855484035062331,-0.40721415736861527,0.5804006124445499,0.6732080381062232,-0.34946982804240584,0.6633076528385061,0.02065829571508917,-0.4659294181974549,0.24037775888112542,0.882339983806727,-0.33717712447027276,9
